message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103492.440465715";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103492.439407022";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103492.425896277";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103492.423518294";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103492.409940176";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103492.407050537";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103492.392634684";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103492.390410227";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103492.376812752";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103492.374503633";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103492.360963306";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103492.359961325";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103492.345478258";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103492.343702923";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103492.328077420";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.782975813";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.767987889";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.767154896";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.754135066";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.752519463";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.751434155";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.738522876";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.736589099";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.735577061";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.722129284";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.720633310";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.718996300";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.706279822";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.704163475";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.702480999";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.689389973";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.688708490";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.687019561";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.675017351";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.672495451";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.671140145";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.658823280";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.656756877";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.654180203";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.641572051";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.640438363";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.638715834";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.625813794";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.012968, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.624434464";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.012968, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.623591022";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.012968, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.612119692";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.007163, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.608906267";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.007163, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.607702561";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.007163, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.594882797";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.027294, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.592559411";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.027294, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.591589807";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.027294, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.577996764";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.047425, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.576273893";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.047425, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.574251987";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.047425, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.561743803";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.067557, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.560634468";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.067557, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.559003743";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.067557, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.547497326";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.087688, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.545665980";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.087688, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.543312605";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.087688, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.530641469";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.107819, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.529080884";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.107819, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.527479838";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.107819, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.513805447";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.127950, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.511788994";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.127950, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.510336718";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.127950, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.497859485";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.148081, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.496550687";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.148081, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.494802924";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.148081, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.481910794";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.168212, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.481147964";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.168212, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.479259920";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.168212, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.467075031";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.188343, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.466414777";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.188343, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.463573461";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.188343, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.449897653";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.208474, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.448053686";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.208474, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.446690633";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.208474, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.433344376";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.228605, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.432495921";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.228605, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.430519911";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.228605, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.422217043";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.248736, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.416292230";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.248736, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.414829568";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.248736, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.406592293";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.268867, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.401093479";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.268867, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.399567852";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.268867, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.386675118";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.288998, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.386413351";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.288998, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.382447966";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.288998, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.370158304";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.309129, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.368606371";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.309129, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.367305999";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.309129, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.354005996";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.329260, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.352875579";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.329260, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.351273715";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.329260, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.339670793";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.349391, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.337863140";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.349391, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.335244053";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.349391, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.322490196";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.369522, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.321268174";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.369522, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.318994452";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.369522, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.305544407";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.389653, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.303880422";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.389653, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.303068701";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.389653, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.289844255";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.409784, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.288385179";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.409784, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.286702777";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.409784, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.274830564";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.429915, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.272180973";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.429915, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.271500178";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.429915, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.258141757";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.450047, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.256681073";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.450047, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.255515088";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.450047, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.241202304";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.470178, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.240555072";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.470178, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.238844733";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.470178, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.225708936";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.490309, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.224231515";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.490309, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.222526891";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.510440, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.209495348";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.490309, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.209443657";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.510440, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.209165946";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.510440, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.197997756";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.530571, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.192303348";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.530571, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.192513709";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.530571, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.177909604";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.550702, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.177033246";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.550702, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.175248803";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.550702, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.161981706";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.570833, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.160855112";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.570833, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.158632081";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.590964, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.149917167";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.570833, y=-0.024874])";"30";"turtlesim1.sim";"1760103491.146648348";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.590964, y=-0.024874])";"30";"turtlesim3.sim";"1760103491.142541653";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=0.611095, y=-0.024874])";"30";"turtlesim2.sim";"1760103491.132807549";"/root/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
